target,model,against,delta_Q2,lo,hi,p_above_zero
T5,ridge,PI,0.7073346790339551,0.38284759695512144,0.9845074109006502,1.0
T5,ridge,peaks: position,0.9944566410537348,0.8136234606319824,1.2820721937355546,1.0
T5,ridge,peaks: + intensity,0.21209339361389046,0.03844614821053129,0.4689150755923326,0.9936
T5,ridge,peaks: + width,0.8297232029351764,0.60061717795402,1.2012555233554865,1.0
T5,ridge,peaks: + area,0.36143886723068075,0.22920076649616333,0.5655852067879761,1.0
T5,ridge,peaks: + prominence,0.0507104297455665,-0.05428399565503752,0.11843244667887683,0.8408
T5,ridge,peaks: all five,0.18608896249483353,-0.051695861079461794,0.3258136004518141,0.9448
T5,ridge,raw spectra,0.1923736314212372,0.05427199065442231,0.44662833214150127,0.996
